This chart shows expert ratings of over 1700 Chocolate Bars,,,,,,,,,
"Among the criteria are review date, cocoa percent, and the type of cocoa bean in the chocolate bar",,,,,,,,,
Data retrieved from kaggle.com,,,,,,,,,
"CompanyX 
(Maker-if known)","Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent",Column,"Company
Location",Rating,"Bean
Type","Broad Bean
Origin"
Pura Delizia,Venezuela,931,"January, 2012",73%,,Italy,2.75,X ,Venezuela
Q Chocolate,Brazil,1057,"May, 2013",75%,,Brazil,3.25,X ,Brazil
Q Chocolate,Brazil,1057,"May, 2013",85%,,Brazil,3.5,X ,Brazil
Q Chocolate,Brazil,1069,"May, 2013",55%,,Brazil,2.75,X ,Brazil
Q Chocolate,Brazil,1069,"May, 2013",80%,,Brazil,3.25,X ,Brazil
Q Chocolate,Brazil,935,"January, 2012",60%,,Brazil,3,X ,Brazil
Q Chocolate,Brazil,935,"January, 2012",65%,,Brazil,3.25,X ,Brazil
Quetzalli (Wolter),"Mexico, Lot 2802September, 2016",1796,"September, 2016",70%,,Mexico,2.75,Criollo,Mexico
Quetzalli (Wolter),"Uranga, Lot 2203September, 2016",1800,"September, 2016",74%,,Mexico,3,Trinitario,Mexico
Raaka,Amazon Basin Blend,1788,"September, 2016",70%,,U.S.A.,3,X ,"Peru(SMartin,Pangoa,nacional)"
Raaka,Virunga,1708,"July, 2015",75%,,U.S.A.,2.75,Forastero,Congo
Raaka,Madagascar,959,"January, 2012",75%,,usa.,3.25,Trinitario,Madagascar
Raaka,La Red,785,"October, 2011",85%,,U.S..,3.5,X ,Dominican Republic
Rain Republic,Suchitepequez E.,470,"May, 2010",70%,,Guatemala,2.75,X ,Guatemala
Rancho San Jacinto,Ecuador,565,"May, 2010",75%,,Eucador,3,"Forastero(Arriba, CCN)",Ecuador
Ranger,"San Martin, Batch 2",1558,"July, 2015",70%,,U.S.A.,2.5,X ,Peru
Ranger,"Chulucanas, Batch 1",1562,"July, 2015",80%,,U.S.A.,3.25,X ,Peru
Ranger,"Tumbes, Batch 2",1562,"July, 2015",73%,,U.S..,3.5,Criollo,Peru
Raoul Boulanger,Piura,1872,"September, 2016",75%,, France  ,3.25,Criollo,Peru
Raw Cocoa,Raw,867,"January, 2012",70%,,Poland,2.5,Criollo,X 
Republica del Cacao (aka Confecta),Esmeraldas,494,"May, 2010",75%,,Ecuador,3.25,X ,Ecuador
Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,"February, 2009",75%,,Ecuador,2.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),Manabi,147,"June, 2007",75%,,Ecuador,3,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),El Oro,147,"June, 2007",67%,,Ecuador,3.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),Los Rios,170,"June, 2007",75%,,Ecuador,3.75,Forastero (Arriba),Ecuador
Ritual,"Camino Verde P., Balao, July, 2015 harvest, batch8",1860,"September, 2016",75%,,U.S.A.,3.75,X ,Ecuador
Ritual,"Camino Verde P., Balao, Guayas, December, 2014",1466,"July, 2015",85%,,U.S.A.,3.5,X ,Ecuador
Ritual,"Mid Mountain, December, 2014",1466,"July, 2015",70%,,U.S.A.,3.5,Blend,X 
Ritual,"Toledo District, Maya",1089,"May, 2013",75%,,U.S.A.,3.75,Trinitario,Belize
Ritual,"Maranon, Cajamarca",1181,"May, 2013",75%,,U.S.A.,3,Forastero (Nacional),Peru
Ritual,Sambirano,891,"January, 2012",75%,,usa.,4,Trinitario,Madagascar
Ritual,"Camino Verde P., January, 2012, Balao, Guayas",967,"January, 2012",75%,,U.S.A.,3.25,Nacional (Arriba),Ecuador
Ritual,Gran Couva,979,"January, 2012",75%,,U.S.A.,3.5,Trinitario,Trinidad
Ritual,Costa Rica,745,"October, 2011",75%,,U.S.A.,3.5,X ,Costa Rica
Roasting Masters,"La Dorado, light roast",1844,"September, 2016",70%,,South Korea,3.25,X ,Costa Rica
Roasting Masters,"Tapanti, light roast",1844,"September, 2016",70%,,South Korea,3.25,X ,Costa Rica
Roasting Masters,Maleku,1844,"September, 2016",70%,,South Korea,3.25,X ,Costa Rica
Robert (aka Chocolaterie Robert),Madagascar,1061,"May, 2013",75%,,Madagascar,3.25,Trinitario,Madagascar
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,"May, 2013",68%,,Madagascar,3.25,Trinitario,Madagascar
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,"January, 2012",66%,,U.K.,3.5,Trinitario,Grenada
Rogue,"La Masica, Batch 1, FHIA Research Center",1748,"September, 2016",75%,,U.S.A.,3.75,X ,Honduras
Rogue,"Caranero, Choc. Garage Exclusive",1446,"July, 2015",70%,,U.S.A.,3.75,X ,Venezuela
Rogue,"Tranquilidad, Batch 1",1566,"July, 2015",75%,,U.S..,3.25,X ,Bolivia
Rogue,Porcelana,1209,"December, 2014",80%,,U.S..,3.75,Criollo,Venezuela
Rogue,"Akessons Estate, Sambirano, May, 2013",1038,"May, 2013",70%,,usa.,3.5,Trinitario,Madagascar
Rogue,"Hispaniola, May, 2013",1081,"May, 2013",70%,,U.S..,3.5,X ,Dominican Republic
Rogue,"Silvestre, Batch 7, May, 2013",1081,"May, 2013",75%,,U.S.A.,4,X ,Bolivia
Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,"May, 2013",75%,,U.S.A.,3.75,Trinitario,Jamaica
Rogue,"Camino Verde P., Balao, Guayas",979,"January, 2012",75%,,U.S.A.,3.75,Nacional (Arriba),Ecuador
Rogue,"Silvestre, Batch 1, October, 2011",793,"October, 2011",75%,,U.S.A.,3,Criollo,Bolivia
Rogue,Piura,565,"May, 2010",75%,,U.S.A.,3.75,X ,Peru
Rogue,Rio Caribe,327,"February, 2009",70%,,U.S.A.,3.5,Trinitario,Venezuela
Rogue,"Hispaniola, April, 2008",213,"April, 2008",70%,,U.S..,2.75,X ,Dominican Republic
Rogue,Jamaica,213,"April, 2008",70%,,U.S.A.,2.75,Trinitario,Jamaica
Rogue,"Sambirano, April, 2008",213,"April, 2008",70%,,U.S.A.,2.75,Trinitario,Madagascar
Rogue,Trinidad,213,"April, 2008",70%,,U.S.A.,3,Trinitario,Trinidad
Rozsavolgyi,Sur del Lago,809,"January, 2012",84%,,Hungary,2.5,X ,Venezuela
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,"January, 2012",76%,,Hungary,2.25,Trinitario,Venezuela
Rozsavolgyi,"Sambirano, Akesson Estate",871,"January, 2012",72%,,Hungary,2.5,Trinitario,Madagascar
Rozsavolgyi,Carenero Superior,713,"October, 2011",73%,,Hungary,3.5,Criollo,Venezuela
Rozsavolgyi,Porcelana,717,"October, 2011",71%,,Hungary,2.5,X ,Venezuela
Rozsavolgyi,"Aragua, Trincheras",717,"October, 2011",70%,,Hungary,3.5,X ,Venezuela
Rozsavolgyi,Principe,765,"October, 2011",77%,,Hungary,2.75,Forastero,Principe
S.A.I.D.,Malgascio,607,"May, 2010",64%,,Italy,3.5,Trinitario,Madagascar
S.A.I.D.,100 percent,615,"May, 2010",100%,,Italy,1.5,X ,X 
S.A.I.D.,Samana,615,"May, 2010",70%,,Italy,3,X ,Dominican Republic
S.A.I.D.,Arawak,615,"May, 2010",72%,,Italy,3.5,X ,Carribean
S.A.I.D.,Latino,615,"May, 2010",72%,,Italy,3.5,X ,X 
Sacred,Midnight,813,"January, 2012",83%,,U.S.A.,2.75,X ,Central and S. America
Sacred,Twilight,813,"January, 2012",69%,,U.S.A.,3.25,X ,Central and S. America
Salgado,Bahia Superior,288,"April, 2008",70%,,Argentina,3.5,Forastero,Brazil
Salgado,Esmeraldas,288,"April, 2008",70%,,Argentina,3.5,Forastero (Nacional),Ecuador
Salgado,Carenero Superior,288,"April, 2008",70%,,Argentina,3.5,Trinitario,Venezuela
Salgado,Rio Arriba,292,"April, 2008",70%,,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador
Santander (Compania Nacional),"Colombian April, 2008",404,"February, 2009",75%,,Colombia,2.75,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian w/ nibs,414,"February, 2009",70%,,Colombia,3,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian Semi Dark,32,"November, 2006",53%,,Colombia,2,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian,32,"November, 2006",65%,,Colombia,3,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian Dark,32,"November, 2006",70%,,Colombia,4,Forastero (Nacional),Colombia
Santome,Sao Tome,761,"October, 2011",70%,, France,2.75,Forastero,Sao Tome
Scharffen Berger,San Juan de Cheni,959,"January, 2012",78%,,U.S.A.,4,X ,Peru
Scharffen Berger,Markham Valley,781,"October, 2011",68%,,U.S.A.,3.75,X ,Papua New Guinea
Scharffen Berger,Camahogne,464,"May, 2010",68%,,U.S.A.,3.5,Trinitario,Grenada
Scharffen Berger,Amina,464,"May, 2010",65%,,usa.,3.75,"Trinitario, Criollo",Madagascar
Scharffen Berger,Tome Acu,336,"February, 2009",68%,,U.S.A.,3.75,X ,Brazil
Scharffen Berger,Asante,336,"February, 2009",65%,,U.S.A.,4,Forastero,Ghana
Scharffen Berger,Ben Tre,445,"February, 2009",72%,,U.S.A.,3.75,Trinitario,Vietnam
Scharffen Berger,Finisterra,227,"April, 2008",72%,,U.S.A.,3,Blend,"Ven., Trinidad, Mad."
Scharffen Berger,Las Islas,117,"June, 2007",72%,,U.S.A.,3,Blend,Carribean(DR/Jam/Tri)
Scharffen Berger,Nibby,135,"June, 2007",62%,,U.S.A.,3,X ,X 
Scharffen Berger,Cuyagua,135,"June, 2007",75%,,U.S.A.,3.75,X ,Venezuela
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,"June, 2007",75%,,U.S.A.,3,Blend,Carribean
Scharffen Berger,Extra Dark,15,"November, 2006",82%,,U.S.A.,2,X ,X 
Scharffen Berger,Bittersweet,15,"November, 2006",70%,,U.S.A.,3.5,Blend,X 
Scharffen Berger,Kumasi Sambirano,40,"November, 2006",68%,,U.S.A.,2,Blend,Ghana & Madagascar
Scharffen Berger,Jamaica a l'ancienne,56,"November, 2006",70%,,usa.,2,Trinitario,Jamaica
Scharffen Berger,Semisweet,56,"November, 2006",62%,,U.S.A.,3,Blend,X 
Seaforth,Dominican Republic,1658,"July, 2015",70%,,U.K.,2.75,X ,Domincan Republic
Seaforth,Grenada,1658,"July, 2015",70%,,u.k.,2.75,X ,Grenada
Shark Mountain,Jamaica,1450,"July, 2015",72%,,U.S.A.,3.25,Trinitario,Jamaica
Shark Mountain,Papua New Guinea,1450,"July, 2015",73%,,U.S.A.,3.5,Forastero,Papua New Guinea
Shark Mountain,Cuyagua,1466,"July, 2015",77%,,U.S.A.,2.75,Criollo,Venezuela
Shark Mountain,ROIG,1466,"July, 2015",74%,,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Shark Mountain,Ecuador,1335,"December, 2014",75%,,U.S.A.,3,Trinitario,Ecuador
Shark Mountain,"Belize, May, 2013",1335,"December, 2014",72%,,U.S.A.,3.25,"Criollo, Trinitario",Belize
Shark's,Hilo,713,"October, 2011",73%,,U.S.A.,2,X ,Hawaii
Shark's,"Hilo, w/ added cocoa butter",721,"October, 2011",73%,,U.S.A.,2.5,X ,Hawaii
Shattel,Tingo Maria,1884,"September, 2016",70%,,Peru,3.25,X ,Peru
Shattell,Porcelana,757,"October, 2011",75%,,Peru,3.5,Criollo,Peru
Sibu,Oro,1586,"July, 2015",82%,,Costa Rica,3.25,X ,Costa Rica
Sibu,Oscuro,1586,"July, 2015",70%,,Costa Rica,3.5,X ,Costa Rica
Sibu Sura,Peru,911,"January, 2012",70%,,U.S.A.,2.5,X ,Peru
Silvio Bessone,Maya Belize,717,"October, 2011",67%,,Italy,3,Criollo,Belize
Silvio Bessone,"Trintade, Sao Tome",725,"October, 2011",65%,,Italy,3.25,Forastero,Sao Tome
Silvio Bessone,"Bahia, Scavina",729,"October, 2011",60%,,Italy,3.25,Trinitario,Brazil
Silvio Bessone,"Porcelana, Colombia, Amazonas",741,"October, 2011",68%,,italy,3,"Criollo, Trinitario",Colombia
Sirene,Wild Bolivia,1788,"September, 2016",73%,,Canada,3.5,X ,Bolivia
Sirene,Kokoa Kamili Coop,1856,"September, 2016",73%,,Canada,3.5,X ,Tanzania
Sirene,"Esmeraldas, Salazar Farm",1860,"September, 2016",73%,,canada,3.75,X ,Ecuador
Sirene,"Somia Plantation, January, 2012",1502,"July, 2015",100%,,Can,3,Trinitario,Madagascar
Sirene,"Camino Verde P., Balao, Guayas, January, 2012",1506,"July, 2015",100%,,Canada,3,X ,Ecuador
Sirene,Lachua w/ cane sugar,1614,"July, 2015",73%,,Canada,3,X ,Guatemala
Sirene,"Lachua w/ maple sugar, batch 5",1614,"July, 2015",73%,,Canada,3.25,X ,Guatemala
Sirene,Pisa,1650,"July, 2015",73%,,Canada,3.25,X ,Haiti
Sirene,"Somia Plantation, January, 2012",1339,"December, 2014",67%,,Canada,3.75,Trinitario,Madagascar
Sirene,"Somia Plantation, January, 2012",1339,"December, 2014",73%,,Canada,3.75,Trinitario,Madagascar
Sirene,"Camino Verde P., Balao, Guayas",1343,"December, 2014",73%,,Canada,3.75,X ,Ecuador
Sjolinds,Ghana,1454,"July, 2015",70%,,U.S.A.,2.75,Forastero,Ghana
Sjolinds,Nicaragua,1462,"July, 2015",72%,,U.S.A.,3,X ,Nicaragua
"Smooth Chocolator, The","Oko Caribe, DOR005",1940,"March, 2017",70%,,Australia,3.5,X ,Dominican Republic
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,"September, 2016",70%,,Australia,3.75,Criollo,Venezuela
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,"September, 2016",70%,,Australia,4,Criollo,Ecuador
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,"September, 2016",70%,,Australia,3.75,X ,Belize
"Smooth Chocolator, The",Tien Giang,1864,"September, 2016",70%,,Australia,3,Trinitario,Vietnam
"Smooth Chocolator, The",Australia,1864,"September, 2016",67%,,Australia,3.75,X ,Australia
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,"September, 2016",70%,,Australia,3.25,X ,Guatemala
"Smooth Chocolator, The",Akesson's Estate,1618,"July, 2015",65%,,Australia,3.25,Trinitario,Madagascar
"Smooth Chocolator, The",Akesson's Estate,1622,"July, 2015",70%,,Australia,3.5,Trinitario,Madagascar
"Smooth Chocolator, The",Kokoa Kamili,1622,"July, 2015",67%,,Australia,3.75,X ,Tanzania
"Smooth Chocolator, The",San Juan Estate,1622,"July, 2015",70%,,Australia,3.75,Trinitario,Trinidad
"Smooth Chocolator, The",Camino Verde,1622,"July, 2015",72%,,Australia,4,X ,Ecuador
"Smooth Chocolator, The",Bolivia,1626,"July, 2015",72%,,Australia,2.75,X ,Bolivia
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,"July, 2015",65%,,Australia,3.5,X ,Papua New Guinea
"Smooth Chocolator, The","Maranon, batch 2",1666,"July, 2015",67%,,Australia,3,Forastero (Nacional),Peru
"Smooth Chocolator, The","Chuao, batch 3",1666,"July, 2015",70%,,Australia,3.75,Trinitario,Venezuela
Snake & Butterfly,Ghana,693,"October, 2011",67%,,U.S.A.,1.5,Forastero,Ghana
Snake & Butterfly,Madagascar,502,"May, 2010",68%,,usa.,3,Trinitario,Madagascar
Snake & Butterfly,Ecuador,502,"May, 2010",68%,,U.S.A.,3.25,X ,Ecuador
Sol Cacao,"Ecuador, Batch 1",1812,"September, 2016",70%,,U.S.A.,3.5,X ,Ecuador
Sol Cacao,Madagascar,1518,"July, 2015",72%,,U.S.A.,3,Trinitario,Madagascar
Solkiki,"Maranon, Fortunato No. 4",1840,"September, 2016",68%,,U.K.,2.75,Forastero (Nacional),Peru
Solkiki,"Castillo, Hispaniola, unroasted",1840,"September, 2016",85%,,united kingdom,2.75,X ,Domincan Republic
Solomons Gold,Solomon Island,1792,"September, 2016",70%,,New Zealand,3.25,X ,Solomon Islands
Solomons Gold,Solomon Island w/ nibs,1796,"September, 2016",75%,,New Zealand,3.25,X ,Solomon Islands
Solstice,Bundibugyo,1335,"December, 2014",70%,,U.S.A.,3,"Forastero, Trinitario",Uganda
Solstice,Sambirano,1157,"May, 2013",70%,,U.S.A.,3,Trinitario,Madagascar
Solstice,Amazonas,1157,"May, 2013",70%,,U.S.A.,3,X ,Venezuela
Solstice,Bolivia,1161,"May, 2013",70%,,U.S.A.,3.25,X ,Bolivia
Solstice,San Martin,1161,"May, 2013",70%,,U.S.A.,3.25,X ,Peru
Solstice,Wasatch,1161,"May, 2013",70%,,U.S.A.,3.5,Blend,X 
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,"September, 2016",62%,,Canada,3.5,X ,Domincan Republic
Soma,"Sambirano Valley, Black Science, B-60307.0",1820,"September, 2016",70%,,canada,3.5,Trinitario,Madagascar
Soma,"Bahia Black, batch bra50722.1",1828,"September, 2016",70%,,Canada,3.5,Forastero (Parazinho),Brazil
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,"September, 2016",75%,,Can,3.75,X ,"Ven.,Ecu.,Peru,Nic."
Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,"September, 2016",70%,,Canada,3.75,Trinitario,Nicaragua
Soma,"Tien Giang, Black S., batch VIT60420.0",1828,"September, 2016",70%,,Canada,4,Trinitario,Vietnam
Soma,"Camino Verde, Black S., batch cvu6030.0",1832,"September, 2016",70%,,Canada,3.25,X ,Ecuador
Soma,CSB Chama,1594,"July, 2015",70%,,Canada,3.5,Criollo,Venezuela
Soma,Porcelana,1594,"July, 2015",75%,,Canada,4,X ,Venezuela
Soma,"La Tronca, Matagalpa",1227,"December, 2014",70%,,canada,3.5,X ,Nicaragua
Soma,Maranon Canyon,1259,"December, 2014",70%,,Canada,3.75,Forastero (Nacional),Peru
Soma,La Dalia,1307,"December, 2014",70%,,Canada,3.25,Trinitario,Nicaragua
Soma,"Camino Verde P., Balao, Guayas",1307,"December, 2014",80%,,Canada,3.5,Forastero (Nacional),Ecuador
Soma,"Espiritu Santo, 'Smoke Monster'",1307,"December, 2014",70%,,Canada,3.75,Forastero (Amelonado),Vanuatu
Soma,Little Big Man,1339,"December, 2014",70%,,Canada,3.25,Blend,Madagascar & Ecuador
Soma,"Rizek Cacao, Domin. Rep.",1019,"May, 2013",77%,,Can,3.75,Trinitario,Dominican Republic
Soma,Java,1030,"May, 2013",70%,,Canada,3.25,Criollo,Indonesia
Soma,"Apurimac, El Quinacho Co-op",1073,"May, 2013",70%,,Canada,2.75,Criollo,Peru
Soma,"Sangre Grande P., Trinidad",1073,"May, 2013",70%,,Canada,3.75,Trinitario,Trinidad
Soma,Chef's Blend,1077,"May, 2013",70%,,canada,3.25,X ,X 
Soma,Patanemo,1077,"May, 2013",70%,,Canada,3.75,Criollo,Venezuela
Soma,Crazy 88,1077,"May, 2013",88%,,Canada,4,X ,"Guat., D.R., Peru, Mad., PNG"
Soma,"Maracaibo, El Vigia",1077,"May, 2013",70%,,Canada,4,Criollo,Venezuela
Soma,Equator,1081,"May, 2013",67%,,Canada,4,X ,"Peru, Dom. Rep"
Soma,Orinoco,1173,"May, 2013",70%,,Canada,3.25,Forastero,Venezuela
Soma,"Bachelor's Hall E., St. Thomas Parish",1177,"May, 2013",70%,,Canada,4,Trinitario,Jamaica
Soma,Noula Coop,817,"January, 2012",70%,,Can,3.25,X ,Haiti
Soma,O'ahu,833,"January, 2012",70%,,Canada,3.75,X ,Hawaii
Soma,"Dual Origins, Sambirano, Elvesia",867,"January, 2012",70%,,Canada,4,Blend,"Dom. Rep., Madagascar"
Soma,"Dancing in Your Head, 5 bean blend",867,"January, 2012",70%,,Canada,4,Blend,"Gre., PNG, Haw., Haiti, Mad"
Soma,Cahabon Region,951,"January, 2012",70%,,Canada,3.5,Trinitario,Guatemala
Soma,Carenero Superior,951,"January, 2012",70%,,canada,3.75,Trinitario,Venezuela
Soma,Eastern Promises,967,"January, 2012",70%,,Canada,3.5,Blend,"Mad., Java, PNG"
Soma,Papua New Guinea,983,"January, 2012",85%,,Canada,3.5,Trinitario,Papua New Guinea
Soma,"Grenada, Black Science",676,"October, 2011",70%,,Canada,2.75,Trinitario,Grenada
Soma,"Alto Beni, Wild Bolivian",676,"October, 2011",70%,,Canada,3.5,Nacional,Bolivia
Soma,Peruvian,676,"October, 2011",64%,,Canada,4,X ,Peru
Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,"October, 2011",70%,,Canada,4,,"Ven, Bolivia, D.R."
Soma,"Elvesia P., Black Science",682,"October, 2011",70%,,Canada,3.75,Forastero,Dominican Republic
Soma,Chuao,688,"October, 2011",70%,,Canada,3.5,Criollo,Venezuela
Soma,Black Science Blend 1,607,"May, 2010",70%,,Canada,3.75,"Trinitario, Nacional","DR, Ecuador, Peru"
Soma,Hispaniola,377,"February, 2009",70%,,canada,3,Forastero,Dominican Republic
Soma,Africa,377,"February, 2009",70%,,Can,3.5,Forastero,Ghana
Soma,Conacado,387,"February, 2009",70%,,Canada,3,Trinitario,Dominican Republic
Soma,Papua New Guinea,387,"February, 2009",70%,,Canada,3.5,Trinitario,Papua New Guinea
Soma,Madagascar,387,"February, 2009",70%,,Canada,3.75,Criollo,Madagascar
Soma,Ocumare,387,"February, 2009",70%,,Canada,3.75,Criollo,Venezuela
Somerville,Nicaragua,1367,"December, 2014",70%,,U.S.A.,3.25,X ,Nicaragua
Somerville,"Hawaiian, Big Island",1395,"December, 2014",70%,,U.S.A.,3.5,X ,Hawaii
Soul,Dominican Republic,1932,"March, 2017",70%,,Canada,3.25,X ,Dominican Republic
Soul,Madagascar,1936,"March, 2017",70%,,Canada,3.5,X ,Madagascar
Soul,Venezuela,1936,"March, 2017",75%,,Canada,3.5,X ,Venezuela
Soul,Ecuador,1936,"March, 2017",75%,,canada,3.25,X ,Ecuador
Soul,Papua New Guinea,1936,"March, 2017",77%,,Can,3.25,X ,Papua New Guinea
Soul,Tanzania,1940,"March, 2017",80%,,Can,3.5,X ,Tanzania
Spagnvola,AgroCriso Plantation,793,"January, 2012",70%,,usa.,3,X ,Dominican Republic
Spagnvola,AgroCriso Plantation,793,"January, 2012",80%,,U.S.A.,3,X ,Dominican Republic
Spagnvola,AgroCriso Plantation,793,"January, 2012",75%,,U.S.A.,3.25,X ,Dominican Republic
Spencer,Dominican Republic,1932,"March, 2017",70%,,U.S.A.,3.75,X ,Dominican Republic
Spencer,Ecuador,1932,"March, 2017",70%,,U.S.A.,3.5,X ,Ecuador
Spencer,Peru,1932,"March, 2017",70%,,U.S.A.,2.75,X ,Peru
Spencer,"Dominican Republic, lot D82R",1792,"September, 2016",70%,,Australia,3.5,X ,Domincan Republic
Spencer,"Ecuador, lot E432314L",1792,"September, 2016",70%,,Australia,3.75,X ,Ecuador
Spencer,"Madagascar, lot M0403R",1792,"September, 2016",70%,,Australia,3.75,X ,Madagascar
Spencer,Malekula Island,1434,"December, 2014",72%,,Australia,2.75,Trinitario,Vanuatu
Sprungli (Felchlin),Alto Beni,1057,"May, 2013",70%,,Switzerland,3,Criollo,Bolivia
SRSLY,Dominican Republic,1113,"May, 2013",70%,,U.S.A.,3,X ,Dominican Republic
SRSLY,Dominican Republic,1121,"May, 2013",84%,,U.S.A.,2.25,X ,Dominican Republic
Starchild,"Bolivar, Arriba",1634,"July, 2015",70%,,U.S.A.,3,Forastero (Nacional),Ecuador
Starchild,Hispaniola,1692,"July, 2015",70%,,U.S.A.,3,X ,Domincan Republic
Starchild,Cacao Verapaz,1692,"July, 2015",70%,,U.S.A.,3,X ,Guatemala
Starchild,Rio Tuma,1692,"July, 2015",70%,,U.S.A.,3,Trinitario (Amelonado),Nicaragua
Starchild,Sambirano Valley,1696,"July, 2015",70%,,U.S.A.,3,Trinitario,Madagascar
Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, May, 2010",859,"January, 2012",68%,,Switzerland,2.75,Trinitario,Brazil
Stella (aka Bernrain),India,729,"October, 2011",72%,,Switzerland,3.25,X ,India
Stone Grindz,"Ecuador, Midnight Dark",1291,"December, 2014",84%,,U.S.A.,3.5,X ,Ecuador
Stone Grindz,"Ecuador, Twilght Dark",1291,"December, 2014",70%,,usa.,3.5,X ,Ecuador
StRita Supreme,"Samar, East Visayas region",939,"January, 2012",65%,,U.S.A.,2.5,X ,Philippines
StRita Supreme,"Samar, East Visayas region",943,"January, 2012",70%,,U.S.A.,2.5,X ,Philippines
StRita Supreme,"Samar, East Visayas region",943,"January, 2012",75%,,U.S.A.,2.75,X ,Philippines
Sublime Origins,Sambirano,1157,"May, 2013",67%,,U.S.A.,2.75,Trinitario,Madagascar
Sublime Origins,Moho Valley,1157,"May, 2013",78%,,U.S.A.,3.25,Trinitario,Belize
Summerbird,Peru,1800,"September, 2016",61%,,Denmark,2.5,"Criollo, Trinitario",Peru
Summerbird,Peru,1800,"September, 2016",71%,,Denmark,3,"Criollo, Trinitario",Peru
Suruca Chocolate,Venezuela,1796,"September, 2016",70%,,Venezuela,2.75,X ,Venezuela
Suruca Chocolate,Venezuela,1796,"September, 2016",60%,,Venezuela,3,X ,Venezuela
Svenska Kakaobolaget,Sri Lanka,1618,"July, 2015",70%,,Sweden,2.75,"Criollo, Trinitario",Sri Lanka
Szanto Tibor,Nacional,1668,"July, 2015",70%,,Hungary,3.25,X ,Ecuador
Szanto Tibor,Baracoa,1704,"July, 2015",88%,,Hungary,3.25,Trinitario,Cuba
Szanto Tibor,Ambolikapiky,1704,"July, 2015",70%,,Hungary,3.25,Trinitario,Madagascar
Szanto Tibor,"Winak, Sumaco",1704,"July, 2015",70%,,Hungary,3.75,Forastero (Nacional),Ecuador
Szanto Tibor,"Ben Tre, Mekong Delta",1708,"July, 2015",70%,,Hungary,3.25,Trinitario,Vietnam
Szanto Tibor,"Fazenda Sempre Firme, Bahia",1708,"July, 2015",70%,,Hungary,3.5,Forastero (Parazinho),Brazil
Szanto Tibor,Porcelana,1263,"December, 2014",70%,,Hungary,3.5,Criollo,Venezuela
Szanto Tibor,Baracoa,1263,"December, 2014",70%,,Hungary,3.75,Trinitario,Cuba
Szanto Tibor,"Autumn, Primary Harvest, January, 2012",1185,"May, 2013",70%,,Hungary,3.5,Criollo,Madagascar
Szanto Tibor,"Spring, Secondary Harvest, January, 2012",1185,"May, 2013",70%,,Hungary,3.5,Criollo,Madagascar
Szanto Tibor,Cacao Blanco,1193,"May, 2013",70%,,Hungary,3.25,X ,Nicaragua
Szanto Tibor,Santo Domingo,939,"January, 2012",70%,,Hungary,3.25,X ,Dominican Republic
Szanto Tibor,Millot Plantation,939,"January, 2012",70%,,Hungary,3.25,X ,Madagascar
Szanto Tibor,"Ayacucho, ""El Guinacho""",939,"January, 2012",70%,,Hungary,3.75,X ,Peru
Szanto Tibor,Crudo,761,"October, 2011",70%,,Hungary,3,X ,Venezuela
Tabal,Costa Rica,1101,"May, 2013",70%,,U.S.A.,2.75,X ,Costa Rica
Tabal,Dominican Republic,1101,"May, 2013",70%,,U.S.A.,2.75,X ,Dominican Republic
Tabal,"Chiapas, Lacandon Jungle",1105,"May, 2013",70%,,U.S.A.,2.5,X ,Mexico
Tabal,Peru,1105,"May, 2013",70%,,U.S..,3,X ,Peru
Tablette (aka Vanillabeans),Colombia,1450,"July, 2015",70%,,Japan,3,X ,Colombia
Tablette (aka Vanillabeans),Papua,1450,"July, 2015",62%,,Japan,3.25,X ,Papua New Guinea
Tablette (aka Vanillabeans),Vietnam,1450,"July, 2015",60%,,Japan,3.25,Trinitario,Vietnam
